"id","created_at","closed_at","cancelled_at","customer_id","financial_status","fulfillment_status","processed_at","total_price","shipping_rate","subtotal_price","total_discounts","total_line_items_price"
"7763984799","2016-09-12","2016-09-21","","8770892639","paid","fulfilled","2016-09-12",45.24,"7.00",35.0,0.0,35.0
"7763991583","2016-09-12","2016-09-14","","8770900191","paid","fulfilled","2016-09-12",56.16,"7.00",45.0,0.0,45.0
"7763991839","2016-09-12","2016-09-14","","8699766367","paid","fulfilled","2016-09-12",48.52,"7.00",38.0,0.0,38.0
"7764005151","2016-09-12","2016-09-27","","8770910559","paid","fulfilled","2016-09-12",32.0,"7.00",25.0,0.0,25.0
"7764018271","2016-09-12","2016-09-14","","8698218527","paid","fulfilled","2016-09-12",106.48,"38.48",68.0,0.0,68.0
"7764029471","2016-09-12","2016-09-14","","8770939999","paid","fulfilled","2016-09-12",34.31,"7.00",25.0,0.0,25.0
"7764046687","2016-09-12","2016-09-27","","8696915743","paid","fulfilled","2016-09-12",34.31,"7.00",25.0,0.0,25.0
"7764048735","2016-09-12","2016-09-14","","8706854111","paid","fulfilled","2016-09-12",70.37,"7.00",58.0,0.0,58.0
"7764052831","2016-09-12","2016-09-27","","8770592479","paid","fulfilled","2016-09-12",109.25,"0.00",100.0,0.0,100.0
"7764071455","2016-09-12","2016-09-14","","8770984607","paid","fulfilled","2016-09-12",32.0,"7.00",25.0,0.0,25.0
"7764074079","2016-09-12","2016-09-14","","8770984927","paid","fulfilled","2016-09-12",32.0,"7.00",25.0,0.0,25.0
"7764074463","2016-09-12","2016-09-14","","8760041823","paid","fulfilled","2016-09-12",75.83,"7.00",63.0,0.0,63.0
"7764180127","2016-09-12","2016-09-27","","8771094175","paid","fulfilled","2016-09-12",52.0,"7.00",45.0,0.0,45.0
"7764208991","2016-09-12","2016-09-27","","8690856863","paid","fulfilled","2016-09-12",32.0,"7.00",25.0,0.0,25.0
"7764237663","2016-09-12","2016-09-14","","8771008799","paid","fulfilled","2016-09-12",124.0,"0.00",124.0,0.0,124.0
"7764253023","2016-09-12","2016-09-21","","8771132191","paid","fulfilled","2016-09-12",42.0,"7.00",35.0,0.0,35.0
"7764254431","2016-09-12","2016-09-14","","8734780703","paid","fulfilled","2016-09-12",75.0,"7.00",68.0,0.0,68.0
"7764284191","2016-09-12","2016-09-27","","8769980127","paid","fulfilled","2016-09-12",32.0,"7.00",25.0,0.0,25.0
"7764309343","2016-09-12","2016-09-14","","8771231327","paid","fulfilled","2016-09-12",63.81,"7.00",52.0,0.0,52.0
"7764350687","2016-09-12","2016-09-14","","8734436703","paid","fulfilled","2016-09-12",32.0,"7.00",25.0,0.0,25.0
"7764363295","2016-09-12","2016-09-14","","8771264223","paid","fulfilled","2016-09-12",105.0,"0.00",105.0,0.0,105.0
"7764388575","2016-09-12","","2016-09-12","8771314783","refunded","","2016-09-12",105.0,"0.00",105.0,0.0,105.0
"7764399327","2016-09-12","2016-09-14","","8771325983","partially_refunded","fulfilled","2016-09-12",124.55,"0.00",114.0,0.0,114.0
"7764400927","2016-09-12","2016-10-02","","8770071455","paid","fulfilled","2016-09-12",57.0,"7.00",50.0,0.0,50.0
"7764443999","2016-09-12","2016-09-27","","8771376031","paid","fulfilled","2016-09-12",32.0,"7.00",25.0,0.0,25.0
"7764572703","2016-09-12","2016-10-02","","8689062431","paid","fulfilled","2016-09-12",125.64,"0.00",115.0,0.0,115.0
"7764487583","2016-09-12","2016-09-27","","8695346975","paid","fulfilled","2016-09-12",34.31,"7.00",25.0,0.0,25.0
"7764492447","2016-09-12","2016-10-02","","8771429855","paid","fulfilled","2016-09-12",57.0,"7.00",50.0,0.0,50.0
"7764522655","2016-09-12","2016-09-27","","8766290975","paid","fulfilled","2016-09-12",56.16,"7.00",45.0,0.0,45.0
"7764527839","2016-09-12","2016-09-27","","8771450143","paid","fulfilled","2016-09-12",56.16,"7.00",45.0,0.0,45.0
"7764535647","2016-09-12","2016-09-27","","8771475231","paid","fulfilled","2016-09-12",32.0,"7.00",25.0,0.0,25.0
"7764573471","2016-09-12","2016-09-28","","8693257759","paid","fulfilled","2016-09-12",114.71,"0.00",105.0,0.0,105.0
"7764575839","2016-09-12","2016-09-14","","8689752543","paid","fulfilled","2016-09-12",75.83,"7.00",63.0,0.0,63.0
"7764587999","2016-09-12","2016-09-14","","8698139871","paid","fulfilled","2016-09-12",56.16,"7.00",45.0,0.0,45.0
"7764627807","2016-09-12","2016-09-14","","8771575903","paid","fulfilled","2016-09-12",129.0,"0.00",129.0,0.0,129.0
"7764631775","2016-09-12","2016-09-14","","8771578463","partially_refunded","fulfilled","2016-09-12",120.18,"0.00",110.0,0.0,110.0
"7764660895","2016-09-12","2016-09-27","","8696681183","paid","fulfilled","2016-09-12",34.31,"7.00",25.0,0.0,25.0
"7764680863","2016-09-12","2016-10-02","","8771630687","paid","fulfilled","2016-09-12",114.71,"0.00",105.0,0.0,105.0
"7764711263","2016-09-12","2016-09-14","","8771658271","paid","fulfilled","2016-09-12",114.29,"14.45",96.0,0.0,96.0
"7764719071","2016-09-12","2016-09-27","","8771543455","paid","fulfilled","2016-09-12",34.31,"7.00",25.0,0.0,25.0
"7764721695","2016-09-12","2016-09-14","","8689207583","paid","fulfilled","2016-09-12",42.0,"7.00",35.0,0.0,35.0
"7764732383","2016-09-12","2016-09-14","","8698837407","partially_refunded","fulfilled","2016-09-12",103.0,"7.00",96.0,0.0,96.0
"7764733855","2016-09-12","2016-10-02","","8771685215","paid","fulfilled","2016-09-12",77.0,"7.00",70.0,0.0,70.0
"7764738847","2016-09-12","2016-09-27","","8688688863","paid","fulfilled","2016-09-12",34.31,"7.00",25.0,0.0,25.0
"7764804127","2016-09-12","2016-09-27","","8771793823","paid","fulfilled","2016-09-12",56.77,"9.97",45.0,0.0,45.0
"7764829215","2016-09-12","2016-09-27","","8769506207","paid","fulfilled","2016-09-12",32.0,"7.00",25.0,0.0,25.0
"7764963935","2016-09-12","2016-09-14","","8771935903","paid","fulfilled","2016-09-12",34.31,"7.00",25.0,0.0,25.0
"7764995231","2016-09-12","2016-09-27","","8693226271","paid","fulfilled","2016-09-12",32.0,"7.00",25.0,0.0,25.0
"7765876511","2016-09-12","2016-10-02","","8772755807","paid","fulfilled","2016-09-12",90.0,"7.00",83.0,0.0,83.0
"7765892191","2016-09-12","2016-10-02","","8772756575","paid","fulfilled","2016-09-12",122.0,"0.00",122.0,0.0,122.0
"7765906847","2016-09-12","2016-09-14","","8772748383","paid","fulfilled","2016-09-12",102.05,"7.00",87.0,0.0,87.0
"7765907039","2016-09-12","2016-09-27","","8689743007","paid","fulfilled","2016-09-12",32.0,"7.00",25.0,0.0,25.0
"7765924767","2016-09-12","2016-09-27","","8772803743","paid","fulfilled","2016-09-12",32.0,"7.00",25.0,0.0,25.0
"7765961375","2016-09-12","2016-09-14","","8772836895","paid","fulfilled","2016-09-12",59.0,"7.00",52.0,0.0,52.0
"7766174175","2016-09-12","2016-09-14","","8770067679","paid","fulfilled","2016-09-12",45.24,"7.00",35.0,0.0,35.0
"7766223071","2016-09-12","2016-09-14","","8713618975","paid","fulfilled","2016-09-12",111.17,"14.45",93.0,0.0,93.0
"7766293919","2016-09-12","2016-09-14","","8773147295","paid","fulfilled","2016-09-12",52.89,"7.00",42.0,0.0,42.0
"7766307807","2016-09-12","2016-10-03","","8693356191","paid","fulfilled","2016-09-12",92.51,"42.51",50.0,0.0,50.0
"7766323167","2016-09-12","2016-09-27","","8693022687","paid","fulfilled","2016-09-12",34.31,"7.00",25.0,0.0,25.0
"7766424927","2016-09-12","2016-10-02","","8737289183","paid","fulfilled","2016-09-12",57.0,"7.00",50.0,0.0,50.0
"7766559583","2016-09-12","2016-10-02","","8773378079","paid","fulfilled","2016-09-12",57.0,"7.00",50.0,0.0,50.0
"7766625759","2016-09-12","2016-10-02","","8770387679","paid","fulfilled","2016-09-12",209.0,"0.00",209.0,0.0,209.0
"7766737311","2016-09-12","2016-09-14","","8773561887","refunded","fulfilled","2016-09-12",124.55,"0.00",114.0,0.0,114.0
"7766758943","2016-09-12","2016-09-14","","8692976351","paid","fulfilled","2016-09-12",34.31,"7.00",25.0,0.0,25.0
"7766772959","2016-09-12","2016-09-27","","8773529375","paid","fulfilled","2016-09-12",32.0,"7.00",25.0,0.0,25.0
"7766779231","2016-09-12","2016-10-02","","8773223455","paid","fulfilled","2016-09-12",122.0,"0.00",122.0,0.0,122.0
"7766810079","2016-09-12","2016-09-14","","8773561823","paid","fulfilled","2016-09-12",34.31,"7.00",25.0,0.0,25.0
"7766816671","2016-09-12","2016-09-27","","8773180063","paid","fulfilled","2016-09-12",34.31,"7.00",25.0,0.0,25.0
"7767133535","2016-09-12","2016-09-27","","8722386655","paid","fulfilled","2016-09-12",32.0,"7.00",25.0,0.0,25.0
"7767177247","2016-09-12","2016-09-14","","8774073759","paid","fulfilled","2016-09-12",42.0,"7.00",35.0,0.0,35.0
"7767208031","2016-09-12","2016-09-14","","8774100575","paid","fulfilled","2016-09-12",42.0,"7.00",35.0,0.0,35.0
"7767264607","2016-09-12","2016-09-14","","8768496799","paid","fulfilled","2016-09-12",48.52,"7.00",38.0,0.0,38.0
"7767274463","2016-09-12","2016-10-02","","8692807519","paid","fulfilled","2016-09-12",130.0,"0.00",130.0,0.0,130.0
"7767383391","2016-09-13","2016-09-14","","8692807519","paid","fulfilled","2016-09-13",137.0,"0.00",137.0,0.0,137.0
"7767402335","2016-09-13","2016-09-14","","8771086751","paid","fulfilled","2016-09-13",52.89,"7.00",42.0,0.0,42.0
"7767442399","2016-09-13","2016-09-27","","8774519711","paid","fulfilled","2016-09-13",63.48,"38.48",25.0,0.0,25.0
"7767490335","2016-09-13","2016-09-27","","8690978783","paid","fulfilled","2016-09-13",32.0,"7.00",25.0,0.0,25.0
"7767563103","2016-09-13","2016-10-03","","8774634783","paid","fulfilled","2016-09-13",131.1,"0.00",120.0,0.0,120.0
"7767646111","2016-09-13","2016-09-14","","8774722207","paid","fulfilled","2016-09-13",32.0,"7.00",25.0,0.0,25.0
"7767666335","2016-09-13","2016-09-21","","8707323295","paid","fulfilled","2016-09-13",49.69,"14.69",35.0,0.0,35.0
"7767674655","2016-09-13","2016-09-27","","8702199519","paid","fulfilled","2016-09-13",63.48,"38.48",25.0,0.0,25.0
"7767683359","2016-09-13","2016-09-14","","8698549535","paid","fulfilled","2016-09-13",70.37,"7.00",58.0,0.0,58.0
"7767730591","2016-09-13","2016-09-27","","8717560671","paid","fulfilled","2016-09-13",34.31,"7.00",25.0,0.0,25.0
"7767775391","2016-09-13","2016-09-27","","8774857695","paid","fulfilled","2016-09-13",32.0,"7.00",25.0,0.0,25.0
"7767799839","2016-09-13","2016-09-27","","8774880671","paid","fulfilled","2016-09-13",42.0,"7.00",35.0,0.0,35.0
"7767816159","2016-09-13","2016-09-14","","8774874079","paid","fulfilled","2016-09-13",32.0,"7.00",25.0,0.0,25.0
"7767826719","2016-09-13","2016-09-27","","8689905695","paid","fulfilled","2016-09-13",42.0,"7.00",35.0,0.0,35.0
"7767870623","2016-09-13","2016-09-14","","8751084831","paid","fulfilled","2016-09-13",81.29,"7.00",68.0,0.0,68.0
"7767875039","2016-09-13","2016-09-14","","8711746527","paid","fulfilled","2016-09-13",34.31,"7.00",25.0,0.0,25.0
"7767884447","2016-09-13","2016-09-14","","8775000863","paid","fulfilled","2016-09-13",99.0,"0.00",99.0,0.0,99.0
"7767911391","2016-09-13","2016-09-27","","8775039327","paid","fulfilled","2016-09-13",32.0,"7.00",25.0,0.0,25.0
"7767931487","2016-09-13","2016-09-28","","8775066975","paid","fulfilled","2016-09-13",151.48,"38.48",113.0,0.0,113.0
"7768049631","2016-09-13","2016-10-02","","8775216031","paid","fulfilled","2016-09-13",102.05,"7.00",87.0,0.0,87.0
"7768059679","2016-09-13","2016-09-27","","8774994335","paid","fulfilled","2016-09-13",32.0,"7.00",25.0,0.0,25.0
"7768097567","2016-09-13","2016-09-21","","8689286687","paid","fulfilled","2016-09-13",42.0,"7.00",35.0,0.0,35.0
"7768108831","2016-09-13","2016-09-28","","8746978719","paid","fulfilled","2016-09-13",178.25,"53.25",125.0,0.0,125.0
"7768221983","2016-09-13","2016-10-03","","8773307487","paid","fulfilled","2016-09-13",61.63,"7.00",50.0,0.0,50.0
"7768257823","2016-09-13","2016-09-14","","8775466079","paid","fulfilled","2016-09-13",124.55,"0.00",114.0,0.0,114.0
"7768310239","2016-09-13","2016-09-29","","8775507103","paid","fulfilled","2016-09-13",125.48,"38.48",87.0,0.0,87.0
"7768576223","2016-09-13","2016-09-27","","8771565855","paid","fulfilled","2016-09-13",103.25,"53.25",50.0,0.0,50.0
"7769251359","2016-09-13","2016-09-27","","8694497823","paid","fulfilled","2016-09-13",52.0,"7.00",45.0,0.0,45.0
"7769267423","2016-09-13","2016-09-28","","8703103263","paid","fulfilled","2016-09-13",133.48,"38.48",95.0,0.0,95.0
"7769702879","2016-09-13","2016-09-14","","8702749471","paid","fulfilled","2016-09-13",74.57,"49.57",25.0,0.0,25.0
"7769755103","2016-09-13","2016-09-14","","8776801759","refunded","fulfilled","2016-09-13",74.74,"7.00",62.0,0.0,62.0
"7769848351","2016-09-13","2016-09-27","","8776907231","paid","fulfilled","2016-09-13",32.0,"7.00",25.0,0.0,25.0
"7769862239","2016-09-13","2016-09-14","","8776919391","paid","fulfilled","2016-09-13",154.04,"0.00",141.0,0.0,141.0
"7769894687","2016-09-13","2016-10-03","","8776955743","paid","fulfilled","2016-09-13",111.51,"42.51",69.0,0.0,69.0
"7769898527","2016-09-13","2016-09-14","","8717200351","paid","fulfilled","2016-09-13",7.0,"7.00",0.0,614.0,614.0
"7769934687","2016-09-13","2016-10-03","","8776980959","paid","fulfilled","2016-09-13",82.38,"7.00",69.0,0.0,69.0
"7769947935","2016-09-13","2016-10-04","","8713817759","paid","fulfilled","2016-09-13",109.7,"7.00",94.0,0.0,94.0
"7769948191","2016-09-13","2016-09-14","","8777010079","paid","fulfilled","2016-09-13",76.0,"7.00",69.0,0.0,69.0
"7769956383","2016-09-13","2016-09-20","","8777015583","paid","fulfilled","2016-09-13",76.0,"7.00",69.0,0.0,69.0
"7769974495","2016-09-13","2016-10-03","","8750769439","paid","fulfilled","2016-09-13",76.0,"7.00",69.0,0.0,69.0
"7769978719","2016-09-13","","2016-09-13","8708195167","refunded","","2016-09-13",104.0,"0.00",104.0,0.0,104.0
"7770026015","2016-09-13","2016-09-14","","8777087711","paid","fulfilled","2016-09-13",215.57,"49.57",166.0,0.0,166.0
"7770050591","2016-09-13","","","8777107679","partially_refunded","partial","2016-09-13",64.0,"7.00",57.0,0.0,57.0
"7770077535","2016-09-13","2016-10-04","","8736452511","paid","fulfilled","2016-09-13",138.75,"0.00",127.0,0.0,127.0
"7770095519","2016-09-13","2016-10-03","","8690619103","paid","fulfilled","2016-09-13",109.7,"7.00",94.0,0.0,94.0
"7770165151","2016-09-13","2016-09-29","","8777227551","paid","fulfilled","2016-09-13",99.57,"49.57",50.0,0.0,50.0
"7770201375","2016-09-13","2016-09-14","","8770683935","paid","fulfilled","2016-09-13",58.35,"7.00",47.0,0.0,47.0
"7770235999","2016-09-13","2016-10-04","","8777301343","paid","fulfilled","2016-09-13",82.38,"7.00",69.0,0.0,69.0
"7770303583","2016-09-13","2016-10-04","","8689739999","paid","fulfilled","2016-09-13",140.93,"0.00",129.0,0.0,129.0
"7770367071","2016-09-13","2016-10-03","","8777442207","paid","fulfilled","2016-09-13",82.38,"7.00",69.0,0.0,69.0
"7770412127","2016-09-13","2016-10-03","","8690831967","paid","fulfilled","2016-09-13",107.48,"38.48",69.0,0.0,69.0
"7770576223","2016-09-13","2016-09-14","","8778382431","paid","fulfilled","2016-09-13",32.0,"7.00",25.0,0.0,25.0
"7770706975","2016-09-13","2016-09-27","","8778556511","paid","fulfilled","2016-09-13",45.24,"7.00",35.0,0.0,35.0
"7770738591","2016-09-13","2016-09-14","","8776838687","paid","fulfilled","2016-09-13",102.05,"7.00",87.0,0.0,87.0
"7770746591","2016-09-13","2016-10-03","","8688596191","paid","fulfilled","2016-09-13",117.63,"48.63",69.0,0.0,69.0
"7770776159","2016-09-13","2016-10-04","","8690668767","paid","fulfilled","2016-09-13",82.38,"7.00",69.0,0.0,69.0
"7770894687","2016-09-13","2016-09-14","","8778646495","paid","fulfilled","2016-09-13",52.89,"7.00",42.0,0.0,42.0
"7770989983","2016-09-13","2016-09-27","","8778086943","paid","fulfilled","2016-09-13",32.0,"7.00",25.0,0.0,25.0
"7771141343","2016-09-13","2016-10-04","","8696750431","paid","fulfilled","2016-09-13",76.0,"7.00",69.0,0.0,69.0
"7771146591","2016-09-13","2016-09-14","","8746522079","paid","fulfilled","2016-09-13",32.0,"7.00",25.0,0.0,25.0
"7771377759","2016-09-13","2016-10-03","","8779094687","paid","fulfilled","2016-09-13",91.03,"15.65",69.0,0.0,69.0
"7771567519","2016-09-14","2016-10-04","","8779225247","paid","fulfilled","2016-09-14",82.38,"7.00",69.0,0.0,69.0
"7771622367","2016-09-14","2016-09-29","","8779256415","paid","fulfilled","2016-09-14",32.0,"7.00",25.0,0.0,25.0
"7771918111","2016-09-14","2016-09-14","","8710903583","paid","fulfilled","2016-09-14",56.16,"7.00",45.0,0.0,45.0
"7772075039","2016-09-14","2016-10-04","","8772848031","paid","fulfilled","2016-09-14",109.7,"7.00",94.0,0.0,94.0
"7772113695","2016-09-14","2016-10-03","","8779802975","paid","fulfilled","2016-09-14",82.38,"7.00",69.0,0.0,69.0
"7772128991","2016-09-14","2016-09-29","","8723794591","paid","fulfilled","2016-09-14",67.0,"7.00",60.0,0.0,60.0
"7772179167","2016-09-14","2016-10-03","","8689854559","paid","fulfilled","2016-09-14",76.0,"7.00",69.0,0.0,69.0
"7772207583","2016-09-14","2016-09-14","","8779857887","paid","fulfilled","2016-09-14",42.0,"7.00",35.0,0.0,35.0
"7772209119","2016-09-14","2016-09-14","","8779904927","paid","fulfilled","2016-09-14",63.81,"7.00",52.0,0.0,52.0
"7772232159","2016-09-14","2016-10-03","","8779927327","paid","fulfilled","2016-09-14",61.63,"7.00",50.0,0.0,50.0
"7772278559","2016-09-14","2016-09-29","","8779975455","paid","fulfilled","2016-09-14",52.0,"7.00",45.0,0.0,45.0
"7772314463","2016-09-14","2016-09-14","","8780005087","paid","fulfilled","2016-09-14",86.0,"7.00",79.0,0.0,79.0
"7772316639","2016-09-14","2016-09-29","","8780006559","paid","fulfilled","2016-09-14",32.0,"7.00",25.0,0.0,25.0
"7772322079","2016-09-14","2016-09-29","","8780005343","paid","fulfilled","2016-09-14",87.0,"7.00",80.0,0.0,80.0
"7772350111","2016-09-14","2016-09-14","","8780039903","paid","fulfilled","2016-09-14",32.0,"7.00",25.0,0.0,25.0
"7772376095","2016-09-14","2016-09-14","","8712928159","paid","fulfilled","2016-09-14",86.0,"7.00",79.0,0.0,79.0
"7772385823","2016-09-14","2016-09-21","","8693413791","paid","fulfilled","2016-09-14",42.0,"7.00",35.0,0.0,35.0
"7772386591","2016-09-14","2016-09-14","","8689371999","partially_refunded","fulfilled","2016-09-14",137.0,"0.00",137.0,0.0,137.0
"7772386655","2016-09-14","2016-09-29","","8708491935","paid","fulfilled","2016-09-14",32.0,"7.00",25.0,0.0,25.0
"7772399967","2016-09-14","2016-10-03","","8689520927","paid","fulfilled","2016-09-14",109.21,"7.61",93.0,0.0,93.0
"7772407007","2016-09-14","2016-09-14","","8725970143","paid","fulfilled","2016-09-14",45.24,"7.00",35.0,0.0,35.0
"7772412319","2016-09-14","2016-09-28","","8780108383","paid","fulfilled","2016-09-14",162.48,"38.48",124.0,0.0,124.0
"7772457951","2016-09-14","2016-09-14","","8780161247","paid","fulfilled","2016-09-14",59.0,"7.00",52.0,0.0,52.0
"7772522911","2016-09-14","2016-09-14","","8780213087","paid","fulfilled","2016-09-14",52.0,"7.00",45.0,0.0,45.0
"7772536479","2016-09-14","2016-09-29","","8780253471","paid","fulfilled","2016-09-14",52.0,"7.00",45.0,0.0,45.0
"7772547807","2016-09-14","2016-09-14","","8708428191","refunded","fulfilled","2016-09-14",148.63,"48.63",100.0,0.0,100.0
"7772569503","2016-09-14","2016-09-29","","8708034271","paid","fulfilled","2016-09-14",32.0,"7.00",25.0,0.0,25.0
"7772670495","2016-09-14","2016-09-29","","8780362463","paid","fulfilled","2016-09-14",103.05,"15.65",80.0,0.0,80.0
"7772675551","2016-09-14","2016-10-04","","8689195551","paid","fulfilled","2016-09-14",82.38,"7.00",69.0,0.0,69.0
"7772678815","2016-09-14","2016-09-14","","8698598495","paid","fulfilled","2016-09-14",135.0,"0.00",135.0,0.0,135.0
"7772715231","2016-09-14","2016-09-29","","8780283935","paid","fulfilled","2016-09-14",42.0,"7.00",35.0,0.0,35.0
"7772864927","2016-09-14","2016-10-04","","8780606943","paid","fulfilled","2016-09-14",130.01,"0.00",119.0,0.0,119.0
"7772996191","2016-09-14","2016-09-14","","8780708063","paid","fulfilled","2016-09-14",176.25,"53.25",123.0,0.0,123.0
"7773065951","2016-09-14","2016-10-03","","8695476575","paid","fulfilled","2016-09-14",160.6,"0.00",147.0,0.0,147.0
"7773437407","2016-09-14","2016-09-14","","8780448863","paid","fulfilled","2016-09-14",146.01,"51.01",95.0,0.0,95.0
"7773777055","2016-09-14","2016-09-29","","8769366367","paid","fulfilled","2016-09-14",56.16,"7.00",45.0,0.0,45.0
"7773823839","2016-09-14","2016-09-29","","8702414495","paid","fulfilled","2016-09-14",32.0,"7.00",25.0,0.0,25.0
"7773983327","2016-09-14","2016-09-29","","8725933535","paid","fulfilled","2016-09-14",42.0,"7.00",35.0,0.0,35.0
"7774058015","2016-09-14","2016-09-29","","8700909599","paid","fulfilled","2016-09-14",67.0,"7.00",60.0,0.0,60.0
"7774077599","2016-09-14","2016-09-14","","8781659359","paid","fulfilled","2016-09-14",63.48,"38.48",25.0,0.0,25.0
"7774128159","2016-09-14","2016-09-14","","8772796127","paid","fulfilled","2016-09-14",52.0,"7.00",45.0,0.0,45.0
"7774324959","2016-09-14","2016-09-20","","8690089439","paid","fulfilled","2016-09-14",38.24,"0.00",35.0,0.0,35.0
"7774333535","2016-09-14","2016-10-04","","8718340831","paid","fulfilled","2016-09-14",161.69,"0.00",148.0,0.0,148.0
"7774351071","2016-09-14","2016-09-29","","8698090591","paid","fulfilled","2016-09-14",87.51,"42.51",45.0,0.0,45.0
"7774703199","2016-09-14","2016-09-14","","8782207327","paid","fulfilled","2016-09-14",122.0,"0.00",122.0,0.0,122.0
"7774876703","2016-09-14","2016-10-04","","8702555167","paid","fulfilled","2016-09-14",109.7,"7.00",94.0,0.0,94.0
"7774883423","2016-09-14","2016-10-03","","8782433823","paid","fulfilled","2016-09-14",180.26,"0.00",165.0,0.0,165.0
"7774975903","2016-09-14","2016-09-29","","8703037151","paid","fulfilled","2016-09-14",34.31,"7.00",25.0,0.0,25.0
"7775026207","2016-09-14","2016-09-29","","8769900639","paid","fulfilled","2016-09-14",82.0,"7.00",75.0,0.0,75.0
"7775107167","2016-09-14","2016-10-04","","8689734879","paid","fulfilled","2016-09-14",82.38,"7.00",69.0,0.0,69.0
"7775237855","2016-09-14","2016-10-03","","8732616607","paid","fulfilled","2016-09-14",149.0,"0.00",149.0,0.0,149.0
"7775600351","2016-09-15","2016-09-29","","8721808159","paid","fulfilled","2016-09-15",52.0,"7.00",45.0,0.0,45.0
"7775610335","2016-09-15","2016-09-15","","8697138463","paid","fulfilled","2016-09-15",42.0,"7.00",35.0,0.0,35.0
"7775654303","2016-09-15","2016-09-15","","8783299103","paid","fulfilled","2016-09-15",152.0,"0.00",152.0,0.0,152.0
"7775767647","2016-09-15","2016-09-15","","8688005087","paid","fulfilled","2016-09-15",32.0,"7.00",25.0,0.0,25.0
"7775909407","2016-09-15","2016-09-15","","8688663903","paid","fulfilled","2016-09-15",48.52,"7.00",38.0,0.0,38.0
"7775910879","2016-09-15","2016-09-15","","8783526111","refunded","fulfilled","2016-09-15",57.26,"7.00",46.0,0.0,46.0
"7775912351","2016-09-15","2016-09-15","","8700100959","paid","fulfilled","2016-09-15",85.25,"53.25",32.0,0.0,32.0
"7775922207","2016-09-15","2016-09-18","","8783582303","paid","fulfilled","2016-09-15",118.0,"0.00",118.0,0.0,118.0
"7775978655","2016-09-15","2016-09-15","","8692813663","paid","fulfilled","2016-09-15",94.19,"17.71",70.0,0.0,70.0
"7775990687","2016-09-15","2016-10-03","","8764307039","paid","fulfilled","2016-09-15",128.92,"0.00",118.0,0.0,118.0
"7776018079","2016-09-15","2016-09-15","","8702598879","paid","fulfilled","2016-09-15",81.29,"7.00",68.0,0.0,68.0
"7776033055","2016-09-15","2016-10-03","","8693432223","paid","fulfilled","2016-09-15",115.0,"0.00",115.0,0.0,115.0
"7776151391","2016-09-15","2016-09-29","","8783575583","paid","fulfilled","2016-09-15",32.0,"7.00",25.0,0.0,25.0
"7776223839","2016-09-15","2016-10-03","","8715510751","paid","fulfilled","2016-09-15",199.93,"0.00",183.0,0.0,183.0
"7776243999","2016-09-15","2016-09-15","","8783988383","paid","fulfilled","2016-09-15",88.05,"8.30",73.0,0.0,73.0
"7776255775","2016-09-15","2016-09-15","","8757191839","paid","fulfilled","2016-09-15",88.48,"38.48",50.0,0.0,50.0
"7776320991","2016-09-15","2016-10-03","","8784045791","paid","fulfilled","2016-09-15",151.86,"0.00",139.0,0.0,139.0
"7776803999","2016-09-15","2016-09-15","","8697753695","paid","fulfilled","2016-09-15",67.0,"7.00",60.0,0.0,60.0
"7776959711","2016-09-15","2016-09-29","","8784583967","paid","fulfilled","2016-09-15",42.0,"7.00",35.0,0.0,35.0
"7777211551","2016-09-15","2016-10-03","","8784840351","paid","fulfilled","2016-09-15",32.0,"7.00",25.0,0.0,25.0
"7777263071","2016-09-15","2016-09-29","","8784876127","paid","fulfilled","2016-09-15",52.0,"7.00",45.0,0.0,45.0
"7777541023","2016-09-15","2016-09-29","","8707791519","paid","fulfilled","2016-09-15",56.16,"7.00",45.0,0.0,45.0
"7777884767","2016-09-15","2016-09-29","","8785367391","paid","fulfilled","2016-09-15",32.0,"7.00",25.0,0.0,25.0
"7777997919","2016-09-15","2016-09-25","","8785470495","paid","fulfilled","2016-09-15",175.48,"38.48",137.0,0.0,137.0
"7777999455","2016-09-15","","2016-09-18","8689591967","refunded","","2016-09-15",56.16,"7.00",45.0,0.0,45.0
"7778165279","2016-09-15","2016-09-15","","8785606495","paid","fulfilled","2016-09-15",74.74,"7.00",62.0,0.0,62.0
"7778176927","2016-09-15","2016-09-29","","8690127711","paid","fulfilled","2016-09-15",94.4,"7.00",80.0,0.0,80.0
"7778297311","2016-09-15","2016-09-29","","8711017055","paid","fulfilled","2016-09-15",32.0,"7.00",25.0,0.0,25.0
"7778348959","2016-09-15","2016-10-03","","8785765919","paid","fulfilled","2016-09-15",83.48,"7.00",70.0,0.0,70.0
"7778363871","2016-09-15","2016-09-29","","8785781151","paid","fulfilled","2016-09-15",32.0,"7.00",25.0,0.0,25.0
"7778372703","2016-09-15","2016-09-15","","8785769503","paid","fulfilled","2016-09-15",32.0,"7.00",25.0,0.0,25.0
"7778449887","2016-09-15","2016-10-04","","8785860127","paid","fulfilled","2016-09-15",82.38,"7.00",69.0,0.0,69.0
"7778485215","2016-09-15","2016-09-18","","8771100063","paid","fulfilled","2016-09-15",32.0,"7.00",25.0,0.0,25.0
"7778641247","2016-09-15","2016-09-18","","8786023391","paid","fulfilled","2016-09-15",45.24,"7.00",35.0,0.0,35.0
"7778742623","2016-09-15","2016-09-29","","8699335647","paid","fulfilled","2016-09-15",57.0,"7.00",50.0,0.0,50.0
